"","track_popularity","track_album_release_date","playlist_genre","playlist_subgenre","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms","track_age"
"10709",1,2017-09-27,"rap","trap",0.668,0.799,"10",-2.797,"0",0.311,0.0495,0,0.0907,0.431,140.133,217250,854
"10710",73,2018-12-23,"rap","trap",0.85,0.5,"8",-6.708,"1",0.0665,0.0139,0.000384,0.0947,0.816,160.02,170509,402
"10711",56,2018-09-30,"rap","trap",0.804,0.69,"8",-6.197,"0",0.108,0.182,0,0.146,0.525,122.942,242419,486
"10712",59,2018-02-16,"rap","trap",0.703,0.625,"4",-3.932,"0",0.0435,0.0842,0,0.0914,0.199,150.046,285585,712
"10713",43,2018-05-25,"rap","trap",0.699,0.559,"6",-7.002,"1",0.0911,0.357,6.8e-06,0.253,0.498,144.989,298786,614
"10714",68,2017-11-22,"rap","trap",0.834,0.753,"8",-3.011,"1",0.0486,0.342,0,0.108,0.462,113.058,246383,798
"10715",7,2017-10-25,"rap","trap",0.834,0.58,"7",-3.144,"1",0.28,0.446,0,0.0719,0.481,91.97,331431,826
"10716",3,2018-04-03,"rap","trap",0.756,0.436,"11",-9.683,"0",0.0848,0.0552,1.27e-05,0.0699,0.34,159.992,223500,666
"10717",1,2017-10-20,"rap","trap",0.817,0.693,"0",-3.971,"1",0.111,0.583,0,0.117,0.656,75,189467,831
"10718",39,2018-06-14,"rap","trap",0.625,0.891,"1",-4.813,"1",0.0407,0.00237,0.451,0.249,0.369,101.001,215798,594
"10719",34,2018-12-06,"rap","trap",0.42,0.27,"5",-7.886,"0",0.0417,0.00361,0.415,0.203,0.0956,138.3,173187,419
"10720",37,2019-04-11,"rap","trap",0.47,0.315,"8",-12.746,"0",0.0478,0.0349,0.852,0.149,0.225,80.03,210000,293
"10721",0,2018-10-11,"rap","trap",0.53,0.888,"9",-2.068,"1",0.12,0.0231,0.0304,0.377,0.154,139.993,177293,475
"10722",36,2019-05-07,"rap","trap",0.724,0.879,"0",-6.739,"1",0.036,0.068,0.834,0.357,0.237,105.019,150875,267
"10723",35,2018-10-17,"rap","trap",0.561,0.663,"2",-9.464,"1",0.0528,0.0464,0.755,0.0928,0.0947,160.016,198836,469
"10724",5,2019-03-29,"rap","trap",0.438,0.587,"5",-10.558,"0",0.064,0.0276,0.011,0.121,0.238,149.563,153604,306
"10725",33,2019-04-12,"rap","trap",0.681,0.829,"0",-6.971,"0",0.0335,0.0722,0.838,0.0972,0.336,120.089,212000,292
"10726",33,2018-12-07,"rap","trap",0.641,0.644,"8",-9.045,"1",0.332,0.367,0.761,0.19,0.122,162.075,200057,418
"10727",38,2018-04-24,"rap","trap",0.818,0.431,"0",-11.846,"1",0.201,0.00345,0.872,0.133,0.0786,130.022,156996,645
"10728",38,2019-08-05,"rap","trap",0.643,0.859,"2",-6.403,"1",0.0533,0.052,0.806,0.0706,0.0381,139.949,176536,177
"10729",56,2019-10-18,"rap","trap",0.476,0.473,"0",-8.555,"0",0.0397,0.397,7.09e-06,0.0858,0.155,76.171,183199,103
"10730",34,2019-04-22,"rap","trap",0.43,0.753,"2",-4.482,"1",0.0475,0.000212,0.213,0.53,0.0897,126.831,187248,282
"10731",34,2019-06-19,"rap","trap",0.694,0.986,"6",-2.25,"0",0.157,0.05,0.688,0.189,0.477,139.984,222517,224
"10732",2,2019-03-29,"rap","trap",0.613,0.756,"0",-8.058,"1",0.136,0.211,0.000475,0.331,0.503,149.94,198408,306
"10733",41,2018-06-26,"rap","trap",0.524,0.745,"2",-5.763,"1",0.339,0.0293,0.000307,0.321,0.413,153.824,202648,582
"10734",41,2018-06-24,"rap","trap",0.754,0.405,"7",-10.282,"1",0.0539,0.00279,0.000639,0.101,0.226,80,170000,584
"10735",38,2018-09-30,"rap","trap",0.524,0.959,"2",-3.408,"1",0.0587,0.267,0.000729,0.712,0.148,74.969,167312,486
"10736",37,2018-11-18,"rap","trap",0.481,0.643,"2",-8.414,"1",0.0414,0.00404,0.848,0.128,0.153,167.935,245722,437
"10737",0,2019-02-28,"rap","trap",0.673,0.905,"7",-3.349,"1",0.0412,0.029,0.818,0.104,0.232,149.998,221156,335
"10738",50,2017-02-21,"rap","trap",0.384,0.704,"5",-7.49,"0",0.181,0.0423,0.00014,0.154,0.0855,193.841,176920,1072
"10739",35,2019-07-01,"rap","trap",0.677,0.625,"10",-7.783,"0",0.0742,0.00766,0.000244,0.0995,0.33,102.966,153981,212
"10740",34,2018-07-01,"rap","trap",0.734,0.882,"0",-4.973,"1",0.0467,0.00365,0.88,0.0955,0.755,139.906,154712,577
"10741",44,2018-09-27,"rap","trap",0.468,0.606,"1",-6.265,"0",0.138,0.21,0,0.221,0.54,133.352,168490,489
"10742",39,2019-04-15,"rap","trap",0.649,0.956,"2",-4.261,"1",0.0677,0.017,0.0666,0.226,0.287,150.077,183312,289
"10743",35,2019-05-30,"rap","trap",0.606,0.881,"1",-3.237,"1",0.0711,0.361,0.44,0.185,0.163,80.006,180004,244
"10744",34,2018-12-11,"rap","trap",0.638,0.597,"0",-9.638,"1",0.0369,0.000724,0.833,0.0864,0.0341,120.014,224438,414
"10745",44,2017-04-03,"rap","trap",0.655,0.749,"2",-6.963,"1",0.0866,0.0158,0.797,0.0501,0.303,145.012,234371,1031
"10746",0,2019-02-09,"rap","trap",0.61,0.977,"11",-3.775,"0",0.0396,0.00247,0.944,0.094,0.0508,129.997,184635,354
"10747",35,2019-04-01,"rap","trap",0.525,0.871,"7",-3.05,"0",0.0756,0.102,0.00042,0.295,0.161,145.183,268552,303
"10748",66,2017-04-10,"rap","trap",0.598,0.437,"2",-10.97,"1",0.0422,0.0883,0.839,0.1,0.0697,147.844,172009,1024
"10749",33,2017-11-17,"rap","trap",0.676,0.927,"2",-2.386,"1",0.074,0.0113,8.75e-06,0.119,0.528,150.063,201600,803
"10750",35,2018-11-19,"rap","trap",0.489,0.843,"0",-4.534,"0",0.161,0.0243,0.033,0.106,0.355,159.941,152906,436
"10751",35,2018-06-14,"rap","trap",0.52,0.409,"0",-13.207,"1",0.0449,0.0642,0.935,0.65,0.0884,129.978,158930,594
"10752",33,2018-11-29,"rap","trap",0.526,0.66,"2",-7.465,"1",0.133,0.38,0.55,0.115,0.24,157.119,189542,426
"10753",35,2017-11-01,"rap","trap",0.519,0.661,"1",-6.506,"1",0.0401,0.000298,0.605,0.314,0.222,160.015,204062,819
"10754",40,2019-12-20,"rap","trap",0.704,0.627,"6",-7.263,"1",0.0588,0.0827,4.28e-05,0.105,0.392,100.046,144006,40
"10755",41,2017-03-25,"rap","trap",0.456,0.804,"1",-4.241,"1",0.0863,0.0302,0.724,0.281,0.382,193.075,235029,1040
"10756",33,2019-03-01,"rap","trap",0.55,0.523,"5",-10.814,"0",0.0428,0.000378,0.824,0.118,0.0891,145.054,139043,334
"10757",30,2018-06-14,"rap","trap",0.496,0.728,"9",-5.319,"1",0.0323,0.00193,0.872,0.111,0.19,150.105,200467,594
"10758",33,2018-07-22,"rap","trap",0.516,0.68,"0",-10.446,"1",0.0482,0.000208,0.895,0.0636,0.0378,100.043,169170,556
"10759",35,2018-08-17,"rap","trap",0.565,0.826,"7",-7.115,"1",0.0576,0.0196,0.129,0.0708,0.971,134.993,121574,530
"10760",35,2019-02-17,"rap","trap",0.579,0.827,"2",-5.013,"1",0.0505,0.0618,0.021,0.0926,0.271,159.97,137125,346
"10761",33,2018-11-22,"rap","trap",0.645,0.27,"6",-24.882,"0",0.0388,0.279,0.00103,0.0991,0.194,140.027,185226,433
"10762",36,2018-10-10,"rap","trap",0.739,0.853,"4",-4.866,"0",0.209,0.0652,0.877,0.156,0.108,160.107,126224,476
"10763",40,2018-10-28,"rap","trap",0.561,0.464,"2",-10.261,"0",0.039,0.00628,0.396,0.109,0.215,131.719,149091,458
"10764",37,2018-06-14,"rap","trap",0.69,0.566,"1",-9.274,"1",0.0395,0.0103,0.343,0.129,0.441,127.954,196441,594
"10765",35,2018-09-22,"rap","trap",0.52,0.901,"11",-3.031,"1",0.0615,0.0803,0.00589,0.22,0.286,140.053,196586,494
"10766",34,2019-10-28,"rap","trap",0.469,0.621,"0",-3.676,"1",0.0404,0.292,0.802,0.106,0.247,139.328,229098,93
"10767",43,2019-04-26,"rap","trap",0.679,0.846,"8",-6.231,"1",0.0534,0.00468,0.766,0.354,0.502,109.995,198453,278
"10768",34,2019-04-20,"rap","trap",0.693,0.695,"1",-10.802,"1",0.0521,0.000727,0.937,0.32,0.255,150.092,184800,284
"10769",38,2019-09-02,"rap","trap",0.532,0.484,"9",-6.933,"0",0.136,0.627,0,0.0863,0.634,99.176,220928,149
"10770",15,2018-02-23,"rap","trap",0.604,0.897,"10",-3.678,"0",0.0641,0.00041,0.838,0.327,0.588,102.053,194490,705
"10771",83,2019-11-22,"rap","trap",0.687,0.449,"2",-10.061,"1",0.154,0.109,0,0.282,0.229,142.048,199437,68
"10772",67,2019-11-08,"rap","trap",0.719,0.651,"7",-5.878,"1",0.0274,0.127,0,0.0763,0.288,104.956,219429,82
"10773",71,2019-01-17,"rap","trap",0.868,0.365,"7",-9.51,"1",0.0383,0.433,0,0.207,0.471,114.979,197217,377
"10774",79,2019-11-22,"rap","trap",0.85,0.516,"0",-7.664,"0",0.0714,0.763,0,0.0896,0.874,108.963,158532,68
"10775",90,2019-11-22,"rap","trap",0.736,0.369,"9",-9.682,"0",0.0688,0.334,0,0.126,0.235,140.005,222997,68
"10776",48,2020-01-13,"rap","trap",0.573,0.537,"1",-9.476,"0",0.035,0.206,0,0.11,0.0637,170.123,124235,16
"10777",78,2019-11-22,"rap","trap",0.799,0.526,"8",-5.153,"1",0.0717,0.334,0.00174,0.0571,0.746,129.875,150475,68
"10778",53,2019-12-27,"rap","trap",0.677,0.481,"5",-7.711,"0",0.0504,0.146,0.185,0.111,0.135,84.01,148583,33
"10779",51,2019-11-22,"rap","trap",0.679,0.647,"10",-6.86,"1",0.171,0.242,0,0.0922,0.425,160.07,132000,68
"10780",84,2019-12-07,"rap","trap",0.635,0.537,"7",-7.895,"0",0.0832,0.172,0,0.418,0.383,125.028,215381,53
"10781",9,2019-05-10,"rap","trap",0.783,0.472,"0",-7.241,"1",0.201,0.116,0,0.0689,0.542,87.488,120738,264
"10782",63,2019-11-15,"rap","trap",0.822,0.423,"2",-4.846,"1",0.0453,0.00806,0,0.108,0.208,131.951,203800,75
"10783",41,2019-12-16,"rap","trap",0.706,0.552,"6",-10.447,"0",0.169,0.305,6.06e-06,0.0968,0.361,165.03,176427,44
"10784",60,2019-10-04,"rap","trap",0.682,0.572,"3",-8.264,"1",0.0946,0.0616,0,0.147,0.306,79.951,204000,117
"10785",35,2019-11-13,"rap","trap",0.683,0.48,"10",-12.459,"1",0.225,0.105,2.33e-06,0.0959,0.242,140.112,205714,77
"10786",88,2019-03-08,"rap","trap",0.685,0.692,"2",-5.122,"1",0.0457,0.328,0,0.153,0.578,159.966,240051,327
"10787",23,2019-11-01,"rap","trap",0.647,0.579,"0",-9.796,"1",0.0439,0.0323,0,0.0909,0.558,160.059,198609,89
"10788",84,2017-08-25,"rap","trap",0.797,0.533,"0",-9.74,"0",0.0412,0.0172,0.000152,0.103,0.329,131.036,146520,887
"10789",59,2019-08-30,"rap","trap",0.64,0.648,"0",-8.631,"0",0.0305,0.00564,0,0.12,0.226,140.044,164571,152
"10790",67,2020-01-10,"rap","trap",0.9,0.482,"11",-8.98,"0",0.421,0.201,0,0.106,0.68,127.866,114965,19
"10791",53,2019-11-01,"rap","trap",0.645,0.844,"1",-5.783,"1",0.086,0.0168,0,0.0957,0.756,160.049,139712,89
"10792",44,2020-01-03,"rap","trap",0.317,0.212,"11",-17.301,"0",0.0512,0.583,0.0575,0.121,0.128,118.934,276000,26
"10793",45,2018-09-28,"rap","trap",0.583,0.57,"1",-9.88,"0",0.0901,0.0412,0,0.0733,0.175,83.997,199972,488
"10794",61,2019-12-13,"rap","trap",0.67,0.731,"0",-5.474,"1",0.0509,0.0601,0,0.216,0.211,115.051,202613,47
"10795",29,2019-12-26,"rap","trap",0.892,0.362,"4",-11.069,"0",0.114,0.144,0,0.0851,0.717,135.95,226750,34
"10796",34,2019-08-07,"rap","trap",0.704,0.324,"11",-13.499,"0",0.0298,0.32,1.86e-05,0.301,0.364,129.98,147722,175
"10797",37,2019-12-02,"rap","trap",0.432,0.732,"8",-3.52,"1",0.241,0.099,9.2e-06,0.163,0.448,106.499,158569,58
"10798",26,2019-11-20,"rap","trap",0.634,0.604,"4",-7.496,"1",0.0342,0.0394,0.0179,0.182,0.0567,82.529,112197,70
"10799",41,2019-08-02,"rap","trap",0.708,0.501,"9",-8.661,"0",0.176,0.0843,0,0.106,0.547,128.004,130952,180
"10800",39,2019-12-08,"rap","trap",0.653,0.505,"10",-11.587,"1",0.0422,0.0747,1.62e-06,0.114,0.114,92.999,186000,52
"10801",77,2019-11-01,"rap","trap",0.638,0.539,"10",-5.853,"1",0.0504,0.22,0,0.241,0.247,83.381,143713,89
"10802",46,2019-12-06,"rap","trap",0.691,0.619,"8",-9.552,"1",0.0542,0.107,2e-05,0.27,0.68,85.467,147021,54
"10803",92,2019-10-04,"rap","trap",0.474,0.631,"5",-5.884,"0",0.343,0.0687,0,0.132,0.425,180.051,189323,117
"10804",47,2019-08-30,"rap","trap",0.714,0.532,"11",-6.837,"0",0.271,0.675,0,0.138,0.831,204.096,117013,152
"10805",83,2019-10-11,"rap","trap",0.63,0.671,"6",-6.659,"0",0.256,0.363,0,0.113,0.333,89.921,174333,110
"10806",76,2019-07-04,"rap","trap",0.677,0.714,"11",-5.637,"1",0.0287,0.162,0,0.0717,0.355,94.956,136568,209
"10807",79,2019-03-08,"rap","trap",0.699,0.687,"7",-3.997,"0",0.106,0.308,3.63e-05,0.121,0.499,88.932,189977,327
"10808",62,2019-10-18,"rap","trap",0.679,0.853,"0",-5.289,"0",0.0659,0.195,0,0.132,0.767,76.064,191440,103
"10809",57,2019-10-09,"rap","trap",0.971,0.58,"10",-6.294,"1",0.0965,0.485,0,0.0534,0.865,118.981,161345,112
"10810",49,2019-09-25,"rap","trap",0.795,0.422,"5",-11.787,"1",0.245,0.335,0,0.179,0.701,159.869,186070,126
"10811",82,2019-04-09,"rap","trap",0.729,0.603,"6",-6.736,"0",0.0666,0.0948,0,0.113,0.207,134.972,243976,295
"10812",47,2019-08-30,"rap","trap",0.686,0.561,"10",-9.929,"0",0.191,0.185,0,0.114,0.186,148.775,116240,152
"10813",52,2019-06-04,"rap","trap",0.745,0.642,"7",-6.257,"0",0.287,0.0204,0,0.0658,0.226,179.974,131280,239
"10814",75,2018-04-06,"rap","trap",0.821,0.434,"10",-9.194,"0",0.118,0.434,0,0.128,0.241,120.012,187173,663
"10815",50,2019-08-30,"rap","trap",0.742,0.717,"4",-4.325,"0",0.196,0.0554,0,0.302,0.464,94.045,182697,152
"10816",61,2019-07-26,"rap","trap",0.673,0.688,"9",-4.558,"0",0.0243,0.297,0,0.0834,0.428,123.133,171710,187
"10817",53,2019-07-30,"rap","trap",0.694,0.419,"2",-12.082,"1",0.222,0.0312,0,0.106,0.154,86.013,121399,183
"10818",46,2019-09-13,"rap","trap",0.639,0.573,"4",-7.887,"0",0.086,0.21,4.07e-06,0.0968,0.295,159.955,120000,138
"10819",48,2019-08-30,"rap","trap",0.513,0.748,"8",-7.014,"1",0.0467,0.000511,0,0.176,0.135,156.08,138077,152
"10820",11,2019-08-02,"rap","trap",0.801,0.463,"4",-6.106,"0",0.0453,0.261,0,0.312,0.224,100.023,158160,180
"10821",66,2017-07-29,"rap","trap",0.503,0.37,"11",-17.502,"1",0.0489,0.768,0.599,0.116,0.102,78.963,218776,914
"10822",41,2019-07-24,"rap","trap",0.699,0.575,"1",-9.922,"1",0.159,0.218,0,0.112,0.234,148.767,116240,189
"10823",77,2016-10-25,"rap","trap",0.828,0.581,"0",-2.659,"1",0.0429,0.0423,0.000903,0.109,0.145,133.999,200627,1191
"10824",51,2019-07-12,"rap","trap",0.883,0.478,"8",-10.306,"1",0.236,0.401,0,0.0694,0.768,121.035,134380,201
"10825",60,2019-05-10,"rap","trap",0.633,0.49,"10",-12.432,"1",0.0833,0.0158,0.000168,0.136,0.242,158.919,181132,264
"10826",54,2019-07-25,"rap","trap",0.736,0.823,"9",-2.121,"1",0.0302,0.0431,0,0.149,0.543,121.007,194380,188
"10827",86,2017-08-25,"rap","trap",0.872,0.391,"0",-9.144,"0",0.242,0.469,4.13e-06,0.297,0.437,134.021,119133,887
"10828",64,2019-05-29,"rap","trap",0.751,0.776,"9",-5.266,"0",0.0357,0.223,0,0.0507,0.603,129.987,162462,245
"10829",49,2019-07-19,"rap","trap",0.784,0.52,"5",-7.185,"1",0.0564,0.24,0.000748,0.0674,0.436,157.921,173176,194
"10830",54,2019-04-26,"rap","trap",0.699,0.39,"6",-12.128,"0",0.0752,0.39,0,0.106,0.509,160.071,131056,278
"10831",80,2019-05-22,"rap","trap",0.63,0.63,"9",-6.211,"1",0.0395,0.0131,0,0.142,0.163,80.512,131213,252
"10832",38,2019-05-29,"rap","trap",0.624,0.706,"8",-8.532,"0",0.0432,0.0105,0,0.101,0.762,160.004,169500,245
"10833",75,2017-05-14,"rap","trap",0.659,0.614,"9",-7.32,"0",0.0541,0.000404,0,0.123,0.26,119.405,143969,990
"10834",56,2019-01-25,"rap","trap",0.57,0.689,"11",-4.693,"1",0.0389,0.345,0.000556,0.45,0.3,82.522,129115,369
"10835",66,2019-05-22,"rap","trap",0.704,0.572,"3",-7.107,"0",0.038,0.185,0,0.124,0.17,90.013,118667,252
"10836",53,2019-04-26,"rap","trap",0.639,0.559,"1",-6.844,"0",0.0513,0.0781,0,0.136,0.103,77.616,241237,278
"10837",81,2018-12-10,"rap","trap",0.776,0.736,"7",-4.612,"1",0.247,0.0802,0,0.159,0.233,147.946,186945,415
"10838",75,2017-06-08,"rap","trap",0.743,0.732,"8",-4.511,"1",0.104,0.0509,1.77e-05,0.227,0.339,123.994,203373,965
"10839",54,2019-06-28,"rap","trap",0.699,0.582,"6",-6.393,"1",0.142,0.0368,1.44e-06,0.114,0.429,159.985,152707,215
"10840",14,2019-04-15,"rap","trap",0.58,0.685,"8",-6.794,"1",0.249,0.00043,0,0.108,0.189,177.973,121348,289
"10841",66,2017-08-31,"rap","trap",0.719,0.387,"10",-9.38,"0",0.0643,0.891,0,0.114,0.17,135.064,234736,881
"10842",64,2016-10-23,"rap","trap",0.742,0.355,"2",-15.506,"1",0.0814,0.654,0.703,0.384,0.037,120.018,254000,1193
"10843",80,2017-08-15,"rap","trap",0.534,0.583,"2",-8.672,"1",0.0288,0.0262,0,0.421,0.145,105.997,231547,897
"10844",76,2017-12-12,"rap","trap",0.745,0.646,"6",-6.987,"0",0.17,0.157,0,0.338,0.46,79.993,203908,778
"10845",55,2018-09-28,"rap","trap",0.706,0.677,"10",-8.168,"0",0.238,0.316,0,0.105,0.832,157.855,160000,488
"10846",77,2015-09-21,"rap","trap",0.753,0.679,"5",-7.092,"0",0.0349,0.324,4.21e-05,0.423,0.19,105.977,145078,1591
"10847",72,2017-07-01,"rap","trap",0.649,0.538,"0",-9.793,"0",0.0918,0.0483,0.401,0.0928,0.355,160.075,150000,942
"10848",68,2018-09-25,"rap","trap",0.646,0.709,"5",-6.005,"0",0.0381,0.00925,0.000308,0.115,0.281,80.504,159150,491
"10849",3,2019-04-26,"rap","trap",0.699,0.39,"6",-12.128,"0",0.0755,0.39,0,0.106,0.51,160.059,131030,278
"10850",48,2019-01-01,"rap","trap",0.62,0.59,"5",-8.289,"0",0.0497,0.342,0,0.0958,0.27,160.026,192000,393
"10851",83,2018-11-09,"rap","trap",0.669,0.574,"4",-6.442,"0",0.0286,0.0175,0.00294,0.146,0.273,120.013,196400,446
"10852",71,2019-05-22,"rap","trap",0.713,0.632,"1",-7.685,"1",0.105,0.0589,1.44e-06,0.105,0.373,170.009,181290,252
"10853",72,2015-09-01,"rap","trap",0.526,0.62,"8",-7.244,"0",0.281,0.067,0.000241,0.139,0.187,112.027,205766,1611
"10854",6,2019-05-10,"rap","trap",0.755,0.626,"0",-5.924,"0",0.265,0.102,0,0.114,0.726,80.976,130403,264
"10855",13,2018-11-30,"rap","trap",0.706,0.373,"6",-12.61,"0",0.31,0.637,0,0.0993,0.827,204.031,117726,425
"10856",37,2019-05-20,"rap","trap",0.693,0.784,"5",-8.187,"0",0.0674,0.0979,1.1e-05,0.0872,0.53,159.975,240187,254
"10857",80,2019-03-08,"rap","trap",0.745,0.561,"0",-4.869,"1",0.0807,0.0758,0,0.133,0.449,77.557,248431,327
"10858",67,2019-06-07,"rap","trap",0.762,0.709,"11",-5.333,"1",0.337,0.141,0,0.0798,0.537,174.041,167520,236
"10859",67,2018-09-13,"rap","trap",0.74,0.592,"1",-5.003,"0",0.0874,0.0166,0,0.275,0.373,140.12,181714,503
"10860",81,2019-03-01,"rap","trap",0.649,0.453,"6",-7.28,"1",0.085,0.627,0,0.116,0.431,99.183,181891,334
"10861",44,2020-01-09,"rap","trap",0.819,0.698,"3",-7.784,"0",0.166,0.0299,0,0.241,0.742,147.974,210608,20
"10862",24,2020-01-17,"rap","trap",0.743,0.655,"8",-4.409,"1",0.121,0.405,1.11e-06,0.134,0.542,77.509,191516,12
"10863",51,2019-12-06,"rap","trap",0.478,0.655,"3",-10.19,"0",0.142,0.715,0.0188,0.11,0.0962,129.985,239077,54
"10864",43,2020-01-10,"rap","trap",0.651,0.72,"1",-7.984,"1",0.0672,0.0695,0.000828,0.127,0.451,158.051,135202,19
"10865",51,2019-09-26,"rap","trap",0.9,0.491,"1",-8.579,"0",0.248,0.0484,0,0.255,0.578,129.979,181846,125
"10866",34,2020-01-06,"rap","trap",0.82,0.527,"11",-9.517,"0",0.252,0.139,0,0.0904,0.797,115.07,144011,23
"10867",39,2019-12-30,"rap","trap",0.756,0.53,"7",-8.623,"0",0.0896,0.541,0,0.11,0.362,129.927,213889,30
"10868",37,2019-11-25,"rap","trap",0.897,0.445,"6",-5.388,"0",0.202,0.223,2.99e-05,0.174,0.255,118.049,158644,65
"10869",53,2019-09-20,"rap","trap",0.879,0.42,"11",-8.887,"0",0.389,0.414,0,0.0812,0.362,99.01,193939,131
"10870",42,2019-12-18,"rap","trap",0.697,0.683,"4",-7.332,"0",0.185,0.0746,0,0.265,0.527,159.943,145164,42
"10871",30,2020-01-10,"rap","trap",0.693,0.583,"10",-9.701,"0",0.213,0.811,6.11e-05,0.197,0.491,129.904,171692,19
"10872",56,2019-12-06,"rap","trap",0.643,0.529,"1",-9.288,"1",0.0421,0.269,0.0434,0.255,0.208,114.997,169058,54
"10873",55,2019-12-27,"rap","trap",0.761,0.748,"5",-6.542,"0",0.0724,0.155,0,0.111,0.695,150.122,174393,33
"10874",43,2019-12-09,"rap","trap",0.864,0.673,"8",-6.547,"1",0.0933,0.0491,0.000345,0.299,0.378,116.65,143986,51
"10875",31,2020-01-10,"rap","trap",0.741,0.58,"8",-6.511,"0",0.0871,0.173,6.01e-05,0.0813,0.587,120.052,148000,19
"10876",36,2019-12-31,"rap","trap",0.823,0.553,"7",-11.552,"0",0.169,0.291,0,0.153,0.77,109.989,164642,29
"10877",25,2020-01-10,"rap","trap",0.792,0.506,"7",-9.256,"0",0.0986,0.378,0,0.119,0.155,120.155,144010,19
"10878",20,2020-01-15,"rap","trap",0.532,0.62,"5",-3.8,"0",0.0549,0.041,0,0.182,0.256,134.427,200458,14
"10879",36,2019-12-21,"rap","trap",0.798,0.579,"1",-5.983,"1",0.537,0.664,0,0.109,0.733,124.619,182360,39
"10880",35,2019-12-20,"rap","trap",0.878,0.488,"1",-8.445,"1",0.0773,0.0729,0,0.0973,0.274,130.011,154192,40
"10881",42,2019-11-29,"rap","trap",0.756,0.928,"6",-5.233,"1",0.138,0.0762,0,0.106,0.858,128.075,193345,61
"10882",39,2019-11-20,"rap","trap",0.639,0.384,"10",-14.283,"0",0.234,0.359,0,0.126,0.755,135.903,197693,70
"10883",35,2019-12-20,"rap","trap",0.739,0.536,"6",-3.399,"0",0.0299,0.49,0,0.121,0.0382,114.985,237913,40
"10884",34,2019-11-30,"rap","trap",0.793,0.423,"7",-8.165,"1",0.469,0.247,0,0.0873,0.101,86.971,155866,60
"10885",41,2019-11-01,"rap","trap",0.645,0.594,"0",-7.666,"1",0.0418,0.0741,0.000831,0.068,0.32,103.029,145542,89
"10886",17,2020-01-15,"rap","trap",0.76,0.403,"1",-10.05,"0",0.0514,0.46,1.39e-05,0.132,0.388,92.978,193871,14
"10887",44,2019-11-22,"rap","trap",0.756,0.71,"4",-6.499,"0",0.107,0.423,1.16e-05,0.1,0.46,117.064,182564,68
"10888",34,2019-12-13,"rap","trap",0.816,0.646,"8",-8.104,"1",0.0401,0.0934,0,0.0944,0.574,113.989,185567,47
"10889",45,2019-11-27,"rap","trap",0.61,0.489,"3",-9.703,"0",0.0678,0.63,0,0.112,0.584,76.365,200784,63
"10890",39,2019-11-22,"rap","trap",0.75,0.696,"8",-6.025,"0",0.146,0.618,4.79e-05,0.15,0.65,149.943,205924,68
"10891",38,2019-12-20,"rap","trap",0.865,0.497,"6",-7.251,"1",0.0673,0.778,0.000105,0.0744,0.656,105.005,205714,40
"10892",45,2019-11-28,"rap","trap",0.742,0.513,"1",-7.399,"0",0.0409,0.447,0,0.118,0.106,115.994,281638,62
"10893",49,2019-11-15,"rap","trap",0.723,0.667,"9",-4.75,"0",0.118,0.0362,0.00483,0.039,0.494,149.977,179200,75
"10894",37,2019-11-07,"rap","trap",0.756,0.831,"4",-6.881,"0",0.0666,0.0613,0,0.121,0.399,105.031,164583,83
"10895",40,2019-11-29,"rap","trap",0.767,0.559,"8",-8.467,"0",0.359,0.234,0,0.122,0.539,74.501,159060,61
"10896",32,2019-10-14,"rap","trap",0.786,0.575,"9",-11.093,"0",0.43,0.216,0,0.123,0.53,134.023,145119,107
"10897",37,2019-10-11,"rap","trap",0.77,0.506,"6",-8.303,"0",0.345,0.11,0,0.2,0.645,121.906,244000,110
"10898",27,2020-01-10,"rap","trap",0.813,0.371,"4",-10.093,"0",0.261,0.396,0,0.0988,0.274,129.966,232334,19
"10899",36,2019-11-22,"rap","trap",0.587,0.626,"5",-7.477,"0",0.319,0.227,4.66e-06,0.113,0.402,154.929,204387,68
"10900",45,2019-10-11,"rap","trap",0.835,0.446,"1",-6.562,"1",0.0713,0.22,0,0.076,0.261,128.1,274752,110
"10901",26,2019-10-31,"rap","trap",0.874,0.303,"5",-11.491,"0",0.126,0.0793,5.41e-05,0.116,0.386,130.944,152129,90
"10902",28,2019-10-16,"rap","trap",0.83,0.719,"1",-6.143,"0",0.0772,0.0317,0,0.411,0.606,139.963,169714,105
"10903",20,2016-05-13,"rap","trap",0.636,0.953,"2",-3.74,"1",0.0353,0.0244,0.0164,0.108,0.397,142.011,273803,1356
"10904",51,2015-11-06,"rap","trap",0.571,0.897,"0",-2.463,"0",0.0432,0.113,0.246,0.158,0.446,139.996,271067,1545
"10905",68,2017-02-10,"rap","trap",0.57,0.763,"1",-4.137,"1",0.0573,0.0857,2.49e-06,0.0932,0.43,150.088,239853,1083
"10906",60,2016-06-03,"rap","trap",0.62,0.893,"4",-1.718,"0",0.0436,0.0383,0.000304,0.159,0.16,101.089,192480,1335
"10907",57,2018-11-30,"rap","trap",0.497,0.925,"2",-4.489,"1",0.0745,0.00523,0.781,0.222,0.262,139.961,207827,425
"10908",60,2012-06-08,"rap","trap",0.603,0.827,"6",-7.372,"1",0.0714,0.0453,0.619,0.0833,0.311,144.992,268307,2791
"10909",53,2016-02-26,"rap","trap",0.507,0.824,"6",-2.501,"1",0.0526,0.0246,0.0451,0.0848,0.0394,84.992,248480,1433
